62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
62346530590807488967186966377104669719690093917722708093356030101724875109102,04/14/2024 19:14:43, Speed, 1, 18840509102999088724828360299636218490382915246809876991286533410524958531944 
